name,branch,region,district,phone,email
OLOIMUGI PRIMARY SCHOOL,,Manyara,Kiteto,,
ORMEMEI PRIMARY SCHOOL,,Manyara,Kiteto,,
SACHANDE PRIMARY SCHOOL,,Manyara,Kiteto,,
SUNYA PRIMARY SCHOOL,,Manyara,Kiteto,,
WEZAMTIMA PRIMARY SCHOOL,,Manyara,Kiteto,,
BASODARER PRIMARY SCHOOL,,Manyara,Mbulu,,
BISIGETA PRIMARY SCHOOL,,Manyara,Mbulu,,
DOMANGA PRIMARY SCHOOL,,Manyara,Mbulu,,
DONGOBESH PRIMARY SCHOOL,,Manyara,Mbulu,,
ENDAGEW PRIMARY SCHOOL,,Manyara,Mbulu,,
ENDAHARGHADATK PRIMARY SCHOOL,,Manyara,Mbulu,,
ENDAMASAK PRIMARY SCHOOL,,Manyara,Mbulu,,
ENDANYAWISH PRIMARY SCHOOL,,Manyara,Mbulu,,
ENDOJI PRIMARY SCHOOL,,Manyara,Mbulu,,
GARBABI PRIMARY SCHOOL,,Manyara,Mbulu,,
GETAGUJO PRIMARY SCHOOL,,Manyara,Mbulu,,
GETESH PRIMARY SCHOOL,,Manyara,Mbulu,,
GIDERU PRIMARY SCHOOL,,Manyara,Mbulu,,
GIDMOSA PRIMARY SCHOOL,,Manyara,Mbulu,,
GOTTE PRIMARY SCHOOL,,Manyara,Mbulu,,
HARAR PRIMARY SCHOOL,,Manyara,Mbulu,,
HARSHA PRIMARY SCHOOL,,Manyara,Mbulu,,
HAYEDA PRIMARY SCHOOL,,Manyara,Mbulu,,
LAGHANGESH PRIMARY SCHOOL,,Manyara,Mbulu,,
MAGOMA PRIMARY SCHOOL,,Manyara,Mbulu,,
MAMAGI PRIMARY SCHOOL,,Manyara,Mbulu,,
MARETADU JUU PRIMARY SCHOOL,,Manyara,Mbulu,,
MUGURUCHAN PRIMARY SCHOOL,,Manyara,Mbulu,,
NG'ORAT PRIMARY SCHOOL,,Manyara,Mbulu,,
QABUSH PRIMARY SCHOOL,,Manyara,Mbulu,,
QAMBASIRONG PRIMARY SCHOOL,,Manyara,Mbulu,,
SAGHA PRIMARY SCHOOL,,Manyara,Mbulu,,
SIMHHA PRIMARY SCHOOL,,Manyara,Mbulu,,
UMBUR PRIMARY SCHOOL,,Manyara,Mbulu,,
YAMAY PRIMARY SCHOOL,,Manyara,Mbulu,,
BARAZANI PRIMARY SCHOOL,,Manyara,Mbulu,,
BASONYAGWE PRIMARY SCHOOL,,Manyara,Mbulu,,
DIRIM PRIMARY SCHOOL,,Manyara,Mbulu,,
DONGOBESH CHINI PRIMARY SCHOOL,,Manyara,Mbulu,,
DOTINA PRIMARY SCHOOL,,Manyara,Mbulu,,
ELIET PRIMARY SCHOOL,,Manyara,Mbulu,,
ENDAGULDA PRIMARY SCHOOL,,Manyara,Mbulu,,
ENDAJACHI PRIMARY SCHOOL,,Manyara,Mbulu,,
ENDAMILAY PRIMARY SCHOOL,,Manyara,Mbulu,,
ENDASIRONG PRIMARY SCHOOL,,Manyara,Mbulu,,
ERBOSHAN PRIMARY SCHOOL,,Manyara,Mbulu,,
GARKAWE PRIMARY SCHOOL,,Manyara,Mbulu,,
GETANYAMBA PRIMARY SCHOOL,,Manyara,Mbulu,,
GIDARUDAGAW PRIMARY SCHOOL,,Manyara,Mbulu,,
GIDHIM PRIMARY SCHOOL,,Manyara,Mbulu,,
GILODARI PRIMARY SCHOOL,,Manyara,Mbulu,,
GURAWE PRIMARY SCHOOL,,Manyara,Mbulu,,
HARBANGHET PRIMARY SCHOOL,,Manyara,Mbulu,,
HAYDARER PRIMARY SCHOOL,,Manyara,Mbulu,,
HAYESENG PRIMARY SCHOOL,,Manyara,Mbulu,,
LEA ENGLISH PRIMARY SCHOOL,,Manyara,Mbulu,,
MAGONG PRIMARY SCHOOL,,Manyara,Mbulu,,
MANGISA PRIMARY SCHOOL,,Manyara,Mbulu,,
MEWADAN PRIMARY SCHOOL,,Manyara,Mbulu,,
MURKUCHIDA PRIMARY SCHOOL,,Manyara,Mbulu,,
NAEMI PRIMARY SCHOOL,,Manyara,Mbulu,,
NG'WANDAKW PRIMARY SCHOOL,,Manyara,Mbulu,,
QALODA PRIMARY SCHOOL,,Manyara,Mbulu,,
QANDACH PRIMARY SCHOOL,,Manyara,Mbulu,,
SEMONYANDI PRIMARY SCHOOL,,Manyara,Mbulu,,
YAEDA AMPA PRIMARY SCHOOL,,Manyara,Mbulu,,
YAROTA-MBURDA PRIMARY SCHOOL,,Manyara,Mbulu,,
BASHAY-DONGOBESH PRIMARY SCHOOL,,Manyara,Mbulu,,
BERIT PRIMARY SCHOOL,,Manyara,Mbulu,,
DIYOMAT PRIMARY SCHOOL,,Manyara,Mbulu,,
DONGOBESH DEAF UNIT PRIMARY SCHOOL,,Manyara,Mbulu,,
DUGMOSH PRIMARY SCHOOL,,Manyara,Mbulu,,
ENDADUBU PRIMARY SCHOOL,,Manyara,Mbulu,,
ENDAHAGICHAN PRIMARY SCHOOL,,Manyara,Mbulu,,
ENDALAT PRIMARY SCHOOL,,Manyara,Mbulu,,
FLATEI MASSAY PRIMARY SCHOOL,,Manyara,Mbulu,,
GEMBAKW PRIMARY SCHOOL,,Manyara,Mbulu,,
GETASHABAT PRIMARY SCHOOL,,Manyara,Mbulu,,
GIDBIYO PRIMARY SCHOOL,,Manyara,Mbulu,,
GIDMADOY PRIMARY SCHOOL,,Manyara,Mbulu,,
GINYABUDEL PRIMARY SCHOOL,,Manyara,Mbulu,,
HAMROY PRIMARY SCHOOL,,Manyara,Mbulu,,
HAYDOM PRIMARY SCHOOL,,Manyara,Mbulu,,
HENGENI PRIMARY SCHOOL,,Manyara,Mbulu,,
MAGHANG PRIMARY SCHOOL,,Manyara,Mbulu,,
MAHINGE PRIMARY SCHOOL,,Manyara,Mbulu,,
MARETADU CHINI PRIMARY SCHOOL,,Manyara,Mbulu,,
MASIEDA PRIMARY SCHOOL,,Manyara,Mbulu,,
MONGAHAY PRIMARY SCHOOL,,Manyara,Mbulu,,
MUSLUR PRIMARY SCHOOL,,Manyara,Mbulu,,
NAMBA SITA A PRIMARY SCHOOL,,Manyara,Mbulu,,
NYAMUSTA PRIMARY SCHOOL,,Manyara,Mbulu,,
QAMATANANAT PRIMARY SCHOOL,,Manyara,Mbulu,,
QATABELA PRIMARY SCHOOL,,Manyara,Mbulu,,
SIDGI PRIMARY SCHOOL,,Manyara,Mbulu,,
TUMATI PRIMARY SCHOOL,,Manyara,Mbulu,,
YAEDA CHINI PRIMARY SCHOOL,,Manyara,Mbulu,,
AICHO PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
ANSLAY PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
AYAMAAMI PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
BAMBE PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
BARGISH-UWA PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
DATLAA PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
ENDAGIKOT PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
GUNYODA PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
GWANDUMEHHI PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
HAYSALI PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
ISSALE PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
KHADAY PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
LAGHANDAMUR PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
MORINGA PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
QALIEDA PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
SANUBARAY PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
SILALODA PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
TLAWI PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
ZAKARIA ISAAY PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
AMAQAWAY PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
AYAGENDA PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
AYAMOHE PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
BANEE PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
BOBOA PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
DAUDI PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
ENDERE PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
GIDAMBA PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
GUWANGW PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
HARKA PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
HHASAMA PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
JARANJAR PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
KUTA PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
MAHERI PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
MURRAY PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
QATESH PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
SHANG'WAT PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
TIPRI PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
TSAAYO PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
AMOWA PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
AYAINGI PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
AYAMUHALE PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
BARGISH-ANTSI PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
DANDA PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
DKT. SAMIA SULUHU HASSAN PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
GUNENEDA PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
GWAAMI PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
HAYLOTO PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
IMBORU PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
KAINAM PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
KWERMUSL PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
MBULU ALDERSGATE PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
NAHASEY PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
QWAM PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
SIDAY PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
TITIWI PRIMARY SCHOOL,,Manyara,Mbulu Tc,,
ACRONIS LOONGUNG PRIMARY SCHOOL,,Manyara,Simanjiro,,
BLUE TANZANITE PRIMARY SCHOOL,,Manyara,Simanjiro,,
EMISHIYE PRIMARY SCHOOL,,Manyara,Simanjiro,,
ENDUPOTO PRIMARY SCHOOL,,Manyara,Simanjiro,,
GLISTEN PRIMARY SCHOOL,,Manyara,Simanjiro,,
J.M.KIKWETE PRIMARY SCHOOL,,Manyara,Simanjiro,,
KAMBI YA CHOKAA PRIMARY SCHOOL,,Manyara,Simanjiro,,
KANGALA PRIMARY SCHOOL,,Manyara,Simanjiro,,
KILOMBERO PRIMARY SCHOOL,,Manyara,Simanjiro,,
KISERIANI PRIMARY SCHOOL,,Manyara,Simanjiro,,
KOMOLO PRIMARY SCHOOL,,Manyara,Simanjiro,,
LANGAI PRIMARY SCHOOL,,Manyara,Simanjiro,,
LENGASIT PRIMARY SCHOOL,,Manyara,Simanjiro,,
LERUMO PRIMARY SCHOOL,,Manyara,Simanjiro,,
LOIBORSOIT 'B' PRIMARY SCHOOL,,Manyara,Simanjiro,,
LOONDREKES PRIMARY SCHOOL,,Manyara,Simanjiro,,
LORIMORIJOI PRIMARY SCHOOL,,Manyara,Simanjiro,,
LOSWAKI PRIMARY SCHOOL,,Manyara,Simanjiro,,
MIRERANI PRIMARY SCHOOL,,Manyara,Simanjiro,,
NADONJUKIN PRIMARY SCHOOL,,Manyara,Simanjiro,,
NAKWENI PRIMARY SCHOOL,,Manyara,Simanjiro,,
NARAKAUO PRIMARY SCHOOL,,Manyara,Simanjiro,,
NEW LIGHT PRIMARY SCHOOL,,Manyara,Simanjiro,,
NGORIKA PRIMARY SCHOOL,,Manyara,Simanjiro,,
NYUMBA-YA-MUNGU PRIMARY SCHOOL,,Manyara,Simanjiro,,
OLBIL PRIMARY SCHOOL,,Manyara,Simanjiro,,
OLOSHONYOKIE PRIMARY SCHOOL,,Manyara,Simanjiro,,
ORMOTOO PRIMARY SCHOOL,,Manyara,Simanjiro,,
RUVU-REMIT PRIMARY SCHOOL,,Manyara,Simanjiro,,
ALAIKA PRIMARY SCHOOL,,Manyara,Simanjiro,,
EINOTI PRIMARY SCHOOL,,Manyara,Simanjiro,,
ENDIAMTU PRIMARY SCHOOL,,Manyara,Simanjiro,,
ENGATA PRIMARY SCHOOL,,Manyara,Simanjiro,,
KAMPUNI PRIMARY SCHOOL,,Manyara,Simanjiro,,
KIMELOK PRIMARY SCHOOL,,Manyara,Simanjiro,,
KITWAI 'A' PRIMARY SCHOOL,,Manyara,Simanjiro,,
KORONGO PRIMARY SCHOOL,,Manyara,Simanjiro,,
LEMKUNA PRIMARY SCHOOL,,Manyara,Simanjiro,,
LOIBOR-SIRET PRIMARY SCHOOL,,Manyara,Simanjiro,,
LOLTEPES PRIMARY SCHOOL,,Manyara,Simanjiro,,
LOORNG'OSWANI PRIMARY SCHOOL,,Manyara,Simanjiro,,
LOSINYAI PRIMARY SCHOOL,,Manyara,Simanjiro,,
MBUKO PRIMARY SCHOOL,,Manyara,Simanjiro,,
MSITU WA TEMBO PRIMARY SCHOOL,,Manyara,Simanjiro,,
NAEPO PRIMARY SCHOOL,,Manyara,Simanjiro,,
NAMALULU PRIMARY SCHOOL,,Manyara,Simanjiro,,
NAROSOITO PRIMARY SCHOOL,,Manyara,Simanjiro,,
NOTRE DAME OSOTWA PRIMARY SCHOOL,,Manyara,Simanjiro,,
OIBORKISHU PRIMARY SCHOOL,,Manyara,Simanjiro,,
OLCHORONYORI PRIMARY SCHOOL,,Manyara,Simanjiro,,
ORKESUMET PRIMARY SCHOOL,,Manyara,Simanjiro,,
OSILALEI PRIMARY SCHOOL,,Manyara,Simanjiro,,
SHAMBARAI PRIMARY SCHOOL,,Manyara,Simanjiro,,
ST. AUGUSTINO PRIMARY SCHOOL,,Manyara,Simanjiro,,
AL-FALLAH PRIMARY SCHOOL,,Manyara,Simanjiro,,
EMBOREET PRIMARY SCHOOL,,Manyara,Simanjiro,,
ENDONYONGIJAPE PRIMARY SCHOOL,,Manyara,Simanjiro,,
ENGONONGOI PRIMARY SCHOOL,,Manyara,Simanjiro,,
IRKUJIT PRIMARY SCHOOL,,Manyara,Simanjiro,,
KANDASIKIRA PRIMARY SCHOOL,,Manyara,Simanjiro,,
KIRUANI PRIMARY SCHOOL,,Manyara,Simanjiro,,
KITWAI 'B' PRIMARY SCHOOL,,Manyara,Simanjiro,,
LANDANAI PRIMARY SCHOOL,,Manyara,Simanjiro,,
LEMOOTI PRIMARY SCHOOL,,Manyara,Simanjiro,,
LENGUNGUMWA PRIMARY SCHOOL,,Manyara,Simanjiro,,
LOIBORSOIT 'A' PRIMARY SCHOOL,,Manyara,Simanjiro,,
LONDOTO PRIMARY SCHOOL,,Manyara,Simanjiro,,
LORBENE PRIMARY SCHOOL,,Manyara,Simanjiro,,
LOSOKONOI PRIMARY SCHOOL,,Manyara,Simanjiro,,
MIRERANI ADVENTIST PRIMARY SCHOOL,,Manyara,Simanjiro,,
NABERERA PRIMARY SCHOOL,,Manyara,Simanjiro,,
NAISINYAI PRIMARY SCHOOL,,Manyara,Simanjiro,,
NDEPES PRIMARY SCHOOL,,Manyara,Simanjiro,,
NGAGE PRIMARY SCHOOL,,Manyara,Simanjiro,,
NYORITI PRIMARY SCHOOL,,Manyara,Simanjiro,,
OKUTU PRIMARY SCHOOL,,Manyara,Simanjiro,,
OLJORO-NO.5 PRIMARY SCHOOL,,Manyara,Simanjiro,,
ORKIRUNG'URUNG PRIMARY SCHOOL,,Manyara,Simanjiro,,
PENDO LENAITUNYO PRIMARY SCHOOL,,Manyara,Simanjiro,,
SIMANJIRO PRIMARY SCHOOL,,Manyara,Simanjiro,,
SUKURO PRIMARY SCHOOL,,Manyara,Simanjiro,,
BAGA PRIMARY SCHOOL,,Tanga,Bumbuli,,
BANGALA PRIMARY SCHOOL,,Tanga,Bumbuli,,
BUMBULI PRIMARY SCHOOL,,Tanga,Bumbuli,,
FUMBAI PRIMARY SCHOOL,,Tanga,Bumbuli,,
GANGACHA PRIMARY SCHOOL,,Tanga,Bumbuli,,
KILUWAI PRIMARY SCHOOL,,Tanga,Bumbuli,,
KITAMBI PRIMARY SCHOOL,,Tanga,Bumbuli,,
KIVILICHA PRIMARY SCHOOL,,Tanga,Bumbuli,,
KWABOSA PRIMARY SCHOOL,,Tanga,Bumbuli,,
KWAMHE PRIMARY SCHOOL,,Tanga,Bumbuli,,
KWAMZUZA PRIMARY SCHOOL,,Tanga,Bumbuli,,
KWEBAMBA PRIMARY SCHOOL,,Tanga,Bumbuli,,
KWEKITUI PRIMARY SCHOOL,,Tanga,Bumbuli,,
KWEMBALAZI PRIMARY SCHOOL,,Tanga,Bumbuli,,
KWEMISAMBIA PRIMARY SCHOOL,,Tanga,Bumbuli,,
KWEMPULULE PRIMARY SCHOOL,,Tanga,Bumbuli,,
KWENGEZA PRIMARY SCHOOL,,Tanga,Bumbuli,,
MADUDA PRIMARY SCHOOL,,Tanga,Bumbuli,,
MAHEZANGULU PRIMARY SCHOOL,,Tanga,Bumbuli,,
MAYO PRIMARY SCHOOL,,Tanga,Bumbuli,,
MHANKO PRIMARY SCHOOL,,Tanga,Bumbuli,,
MKAALIE PRIMARY SCHOOL,,Tanga,Bumbuli,,
MPALALU PRIMARY SCHOOL,,Tanga,Bumbuli,,
MSAMAKA PRIMARY SCHOOL,,Tanga,Bumbuli,,
MTUNDA PRIMARY SCHOOL,,Tanga,Bumbuli,,
NGUGHUI PRIMARY SCHOOL,,Tanga,Bumbuli,,
SAGARA PRIMARY SCHOOL,,Tanga,Bumbuli,,
SONI FALLS PRIMARY SCHOOL,,Tanga,Bumbuli,,
TEKWA PRIMARY SCHOOL,,Tanga,Bumbuli,,
VUGA PRIMARY SCHOOL,,Tanga,Bumbuli,,
WANGA PRIMARY SCHOOL,,Tanga,Bumbuli,,
ZILA PRIMARY SCHOOL,,Tanga,Bumbuli,,
BAGHAI PRIMARY SCHOOL,,Tanga,Bumbuli,,
BARA PRIMARY SCHOOL,,Tanga,Bumbuli,,
EMAO PRIMARY SCHOOL,,Tanga,Bumbuli,,
FUNTA PRIMARY SCHOOL,,Tanga,Bumbuli,,
HAMBALAI PRIMARY SCHOOL,,Tanga,Bumbuli,,
KIGULUNDE 'M' PRIMARY SCHOOL,,Tanga,Bumbuli,,
KISINGA PRIMARY SCHOOL,,Tanga,Bumbuli,,
KITO PRIMARY SCHOOL,,Tanga,Bumbuli,,
KIVILU PRIMARY SCHOOL,,Tanga,Bumbuli,,
KWADOE PRIMARY SCHOOL,,Tanga,Bumbuli,,
KWAMONGO PRIMARY SCHOOL,,Tanga,Bumbuli,,
KWANGURUWE PRIMARY SCHOOL,,Tanga,Bumbuli,,
KWEDIWA PRIMARY SCHOOL,,Tanga,Bumbuli,,
KWEMAKONKO PRIMARY SCHOOL,,Tanga,Bumbuli,,
KWEMIHAFA PRIMARY SCHOOL,,Tanga,Bumbuli,,
KWEMKOLE PRIMARY SCHOOL,,Tanga,Bumbuli,,
KWEMVUMO PRIMARY SCHOOL,,Tanga,Bumbuli,,
KWESINE PRIMARY SCHOOL,,Tanga,Bumbuli,,
MAGILA PRIMARY SCHOOL,,Tanga,Bumbuli,,
MALALO PRIMARY SCHOOL,,Tanga,Bumbuli,,
MASHINE PRIMARY SCHOOL,,Tanga,Bumbuli,,
MBUZII PRIMARY SCHOOL,,Tanga,Bumbuli,,
MILINGANO PRIMARY SCHOOL,,Tanga,Bumbuli,,
MONGWE PRIMARY SCHOOL,,Tanga,Bumbuli,,
MPONDE PRIMARY SCHOOL,,Tanga,Bumbuli,,
MZIASAA PRIMARY SCHOOL,,Tanga,Bumbuli,,
NKONGOI PRIMARY SCHOOL,,Tanga,Bumbuli,,
SHASHUI PRIMARY SCHOOL,,Tanga,Bumbuli,,
SONI PRIMARY SCHOOL,,Tanga,Bumbuli,,
TULIANI PRIMARY SCHOOL,,Tanga,Bumbuli,,
VULII PRIMARY SCHOOL,,Tanga,Bumbuli,,
YAMBA PRIMARY SCHOOL,,Tanga,Bumbuli,,
BAMBALETA PRIMARY SCHOOL,,Tanga,Bumbuli,,
BAZO PRIMARY SCHOOL,,Tanga,Bumbuli,,
FRONTEVER PRIMARY SCHOOL,,Tanga,Bumbuli,,
GALAMBO PRIMARY SCHOOL,,Tanga,Bumbuli,,
KIDOLOGHWAI PRIMARY SCHOOL,,Tanga,Bumbuli,,
KIHITU PRIMARY SCHOOL,,Tanga,Bumbuli,,
KITUNDA PRIMARY SCHOOL,,Tanga,Bumbuli,,
KIVUMO PRIMARY SCHOOL,,Tanga,Bumbuli,,
KWALEI PRIMARY SCHOOL,,Tanga,Bumbuli,,
KWAMPUNDA PRIMARY SCHOOL,,Tanga,Bumbuli,,
KWANGW'ENDA PRIMARY SCHOOL,,Tanga,Bumbuli,,
KWEHANGALA PRIMARY SCHOOL,,Tanga,Bumbuli,,
KWEMASHAI 'T' PRIMARY SCHOOL,,Tanga,Bumbuli,,
KWEMILUNGU PRIMARY SCHOOL,,Tanga,Bumbuli,,
KWEMKOMOLE PRIMARY SCHOOL,,Tanga,Bumbuli,,
KWENDOGHOI PRIMARY SCHOOL,,Tanga,Bumbuli,,
KWEULASI PRIMARY SCHOOL,,Tanga,Bumbuli,,
MAHANGE PRIMARY SCHOOL,,Tanga,Bumbuli,,
MALOMBOI PRIMARY SCHOOL,,Tanga,Bumbuli,,
MAVUMBI PRIMARY SCHOOL,,Tanga,Bumbuli,,
MGWASHI PRIMARY SCHOOL,,Tanga,Bumbuli,,
MITANDAI PRIMARY SCHOOL,,Tanga,Bumbuli,,
MPALAI PRIMARY SCHOOL,,Tanga,Bumbuli,,
MSALAKA PRIMARY SCHOOL,,Tanga,Bumbuli,,
MSONGOLO PRIMARY SCHOOL,,Tanga,Bumbuli,,
NDEKAI PRIMARY SCHOOL,,Tanga,Bumbuli,,
NTUMUI PRIMARY SCHOOL,,Tanga,Bumbuli,,
SHEMBEKEZA PRIMARY SCHOOL,,Tanga,Bumbuli,,
TANDA PRIMARY SCHOOL,,Tanga,Bumbuli,,
UKOLONGWE PRIMARY SCHOOL,,Tanga,Bumbuli,,
VULUNI PRIMARY SCHOOL,,Tanga,Bumbuli,,
ZEBA PRIMARY SCHOOL,,Tanga,Bumbuli,,
AHADI PRIMARY SCHOOL,,Tanga,Handeni,,
BUMBA PRIMARY SCHOOL,,Tanga,Handeni,,
GENDAGENDA PRIMARY SCHOOL,,Tanga,Handeni,,
GUMBONNEKA PRIMARY SCHOOL,,Tanga,Handeni,,
ISAFINA ACADEMY PRIMARY SCHOOL,,Tanga,Handeni,,
KABUKU NDANI PRIMARY SCHOOL,,Tanga,Handeni,,
KIGODA PRIMARY SCHOOL,,Tanga,Handeni,,
KOBILI PRIMARY SCHOOL,,Tanga,Handeni,,
KOMKOMBA PRIMARY SCHOOL,,Tanga,Handeni,,
KOMSANGA PRIMARY SCHOOL,,Tanga,Handeni,,
KWACHAGA PRIMARY SCHOOL,,Tanga,Handeni,,
KWAMAGOMBE PRIMARY SCHOOL,,Tanga,Handeni,,
KWAMDAMI PRIMARY SCHOOL,,Tanga,Handeni,,
KWAMKONO PRIMARY SCHOOL,,Tanga,Handeni,,
KWAMNELE PRIMARY SCHOOL,,Tanga,Handeni,,
KWAMSISI PRIMARY SCHOOL,,Tanga,Handeni,,
KWAMWANAMANGALE PRIMARY SCHOOL,,Tanga,Handeni,,
KWANDUGWA PRIMARY SCHOOL,,Tanga,Handeni,,
KWANYANJE PRIMARY SCHOOL,,Tanga,Handeni,,
KWASUNGA PRIMARY SCHOOL,,Tanga,Handeni,,
KWEDIGUGU PRIMARY SCHOOL,,Tanga,Handeni,,
KWEDIHWAHWALA PRIMARY SCHOOL,,Tanga,Handeni,,
KWEDIKWAZU MASHARIKI PRIMARY SCHOOL,,Tanga,Handeni,,
KWEDIZINGA PRIMARY SCHOOL,,Tanga,Handeni,,
KWEMIGUNGA PRIMARY SCHOOL,,Tanga,Handeni,,
LUIYE PRIMARY SCHOOL,,Tanga,Handeni,,
MAGAMBA PRIMARY SCHOOL,,Tanga,Handeni,,
MAJANIMAPANA PRIMARY SCHOOL,,Tanga,Handeni,,
MASATU PRIMARY SCHOOL,,Tanga,Handeni,,
MBWENI PRIMARY SCHOOL,,Tanga,Handeni,,
MICHUNGWANI MASHARIKI PRIMARY SCHOOL,,Tanga,Handeni,,
MKATA PRIMARY SCHOOL,,Tanga,Handeni,,
MNYUZI PRIMARY SCHOOL,,Tanga,Handeni,,
MSILWA PRIMARY SCHOOL,,Tanga,Handeni,,
MUMBWI PRIMARY SCHOOL,,Tanga,Handeni,,
MZULE PRIMARY SCHOOL,,Tanga,Handeni,,
NKUMBA PRIMARY SCHOOL,,Tanga,Handeni,,
POZO PRIMARY SCHOOL,,Tanga,Handeni,,
SINDENI PRIMARY SCHOOL,,Tanga,Handeni,,
TEWE PRIMARY SCHOOL,,Tanga,Handeni,,
UGWENO PRIMARY SCHOOL,,Tanga,Handeni,,
CHANIKA KOFI PRIMARY SCHOOL,,Tanga,Handeni,,
GOLANI PRIMARY SCHOOL,,Tanga,Handeni,,
HOZA PRIMARY SCHOOL,,Tanga,Handeni,,
KABUKU NJE PRIMARY SCHOOL,,Tanga,Handeni,,
KIBINDU PRIMARY SCHOOL,,Tanga,Handeni,,
KILIMAMZINGA PRIMARY SCHOOL,,Tanga,Handeni,,
KOMDUDU PRIMARY SCHOOL,,Tanga,Handeni,,
KOMKONGA PRIMARY SCHOOL,,Tanga,Handeni,,
KWABALANGA PRIMARY SCHOOL,,Tanga,Handeni,,
KWACHIGWE PRIMARY SCHOOL,,Tanga,Handeni,,
KWAMATUKU PRIMARY SCHOOL,,Tanga,Handeni,,
KWAMGALA PRIMARY SCHOOL,,Tanga,Handeni,,
KWAMKORO PRIMARY SCHOOL,,Tanga,Handeni,,
KWAMSANGAZI PRIMARY SCHOOL,,Tanga,Handeni,,
KWAMSUNDI PRIMARY SCHOOL,,Tanga,Handeni,,
KWAMWAZALA PRIMARY SCHOOL,,Tanga,Handeni,,
KWANGAHU PRIMARY SCHOOL,,Tanga,Handeni,,
KWAPALA PRIMARY SCHOOL,,Tanga,Handeni,,
KWEDIBAGO PRIMARY SCHOOL,,Tanga,Handeni,,
KWEDIGUNDA PRIMARY SCHOOL,,Tanga,Handeni,,
KWEDIKABU PRIMARY SCHOOL,,Tanga,Handeni,,
KWEDILOKO PRIMARY SCHOOL,,Tanga,Handeni,,
KWEINGOMA PRIMARY SCHOOL,,Tanga,Handeni,,
KWENKWALE PRIMARY SCHOOL,,Tanga,Handeni,,
LUKOLONGWE PRIMARY SCHOOL,,Tanga,Handeni,,
MAILIKUMI PRIMARY SCHOOL,,Tanga,Handeni,,
MANDERA PRIMARY SCHOOL,,Tanga,Handeni,,
MAZINGARA PRIMARY SCHOOL,,Tanga,Handeni,,
MICHUNGWANI PRIMARY SCHOOL,,Tanga,Handeni,,
MKOMBA PRIMARY SCHOOL,,Tanga,Handeni,,
MPALAGWE PRIMARY SCHOOL,,Tanga,Handeni,,
MSOCHA PRIMARY SCHOOL,,Tanga,Handeni,,
MZUNDU PRIMARY SCHOOL,,Tanga,Handeni,,
