name,branch,region,district,phone,email
KIBURUGWA PRIMARY SCHOOL,,Dar Es Salaam,Temeke Mc,,
KIPONZA PRIMARY SCHOOL,,Dar Es Salaam,Temeke Mc,,
LILLIES PRIMARY SCHOOL,,Dar Es Salaam,Temeke Mc,,
MAQBOUL PRIMARY SCHOOL,,Dar Es Salaam,Temeke Mc,,
MARYDESTINY PRIMARY SCHOOL,,Dar Es Salaam,Temeke Mc,,
MBAGALA ISLAMIC PRIMARY SCHOOL,,Dar Es Salaam,Temeke Mc,,
MBANDE PRIMARY SCHOOL,,Dar Es Salaam,Temeke Mc,,
MGULANI PRIMARY SCHOOL,,Dar Es Salaam,Temeke Mc,,
MKONDOGWA PRIMARY SCHOOL,,Dar Es Salaam,Temeke Mc,,
MOSES PRIMARY SCHOOL,,Dar Es Salaam,Temeke Mc,,
OASIS PRIMARY SCHOOL,,Dar Es Salaam,Temeke Mc,,
PIUS PRIMARY SCHOOL,,Dar Es Salaam,Temeke Mc,,
RANGITATU PRIMARY SCHOOL,,Dar Es Salaam,Temeke Mc,,
RUVUMA PRIMARY SCHOOL,,Dar Es Salaam,Temeke Mc,,
SAKU PRIMARY SCHOOL,,Dar Es Salaam,Temeke Mc,,
ST. THERESE PRIMARY SCHOOL,,Dar Es Salaam,Temeke Mc,,
TANEEM PRIMARY SCHOOL,,Dar Es Salaam,Temeke Mc,,
TEMEKE SDA PRIMARY SCHOOL,,Dar Es Salaam,Temeke Mc,,
UNIQUE PRIMARY SCHOOL,,Dar Es Salaam,Temeke Mc,,
UWANJA WA NDEGE PRIMARY SCHOOL,,Dar Es Salaam,Temeke Mc,,
WAILES PRIMARY SCHOOL,,Dar Es Salaam,Temeke Mc,,
YOMBO-VITUKA PRIMARY SCHOOL,,Dar Es Salaam,Temeke Mc,,
ALI HASSAN MWINYI ISLAMIC PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
AMOR PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
ARISE PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
AUGUSTINE PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
BARNEY PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
BETHEL MISSION PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
BRAGGIN PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
BRYCESON PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
CALVARY MONTESSOR PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
DARBRIDGE PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
DIVINE PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
DR.OMARI ALLY JUMA PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
ELIMU HOUSE PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
FOUNTAIN OF JOY PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
FUTURE STARS PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
GOBA PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
GREEN BELT PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
HEKIMA WALDOF PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
IMMACULATE NURSERY AND PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
JOY CARE PRE-AND PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
KEN PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
KIBANGU PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
KIBWEGERE PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
KILUVYA PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
KING'AZI PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
KONSALT PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
KWEMBE PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
LITO ANGELES PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
MACRINE PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
MAKUBURI PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
MALAMBAMAWILI PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
MATSAPA PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
MBEZI LUIS PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
MECKIE PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
MLIMANI DEMONSTRATION PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
MORE LIGHT NURSERY AND PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
MOUNT CALVARY PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
MOUNT RUNGWE-KIBWEGERE PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
MSEWE PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
MSINGWA PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
MT. THERESIA PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
MWENDO PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
NICE FUTURE PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
PARADIGMS PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
REGINALD MENGI PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
SAFI PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
SNOW WHITE PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
ST. FELISTA PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
STAR PRE-AND PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
TEMBONI PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
TREHNA PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
UBUNGO PLAZA PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
VICTORY ADONAI NURSERY AND PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
WORLD KIDS PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
ANINY NNDUMI PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
ATLAS PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
BARAFU PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
BLESSED PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
BROOKSIDE PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
DAR TRUST FUND PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
DERBAB PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
DORCUS NURSERY AND PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
EKARUWA PRE-AND PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
EMI PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
FROZEN MOUNTAIN PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
GOBA MPAKANI PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
GOLANI 'B' PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
HARAI PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
IMMACULATE HEART OF MARY PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
JERUSALEM STAR PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
JORVING JUNIOR PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
KILUNGULE PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
KIMARA BARUTI PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
KINGS PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
KUNGURU PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
LIVING MINDS PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
MABIBO PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
MAKABE PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
MAKUBURI JESHINI PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
MALAMBA KWETU PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
MARIA MISSION PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
MAWO PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
MBURAHATI PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
MONT PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
MOTHER MARY PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
MOUNT RUNGWE PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
MOUNTAIN HILL PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
MSAKUZI PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
MSIGANI PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
MT. KILIMANJARO PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
NASA PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
NILAH PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
POWER MISSION PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
RAINBOW KING'AZI PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
ROSAMI PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
SAKANA PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
SINZA PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
ST. CLARET PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
TEGETA 'A' PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
TOPLAYER PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
UBUNGO NHC PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
VERITAS PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
WHITE ROSE PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
ANAZAK PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
ATHALIA PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
AUREKE PRIMARYSCHOOL PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
BELU PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
BETHEL-MSAKUZI PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
BRIGHT JUNIORS PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
BUBBLE GUPPIES PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
CASTLE HILLS PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
DARE INTEGRATED PRE-AND PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
DODAN PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
EBONITE PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
ELIZABETH PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
EZANUEL PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
FRANCL PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
GIFT SKILFUL NURSERY AND PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
GODIANA PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
GOLDENLIGHT PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
HAKI PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
HELLEN'S PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
IDRIS ABDUL WAKIL PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
JERUSALEM PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
KIBAMBA 'B' PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
KIBANGU RUGE PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
KIMARA 'B' PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
KULANGWA PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
LEGEND PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
LITTLE WOOD PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
LUQMAN PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
MAKABE HILLTOP PRE PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
MAKOKA PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
MANZESE PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
MAVURUNZA PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
MLIMBO PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
MOTHER EMILIE DORMAN PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
MOUNT MORIAH PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
MOUNT SAYUNI PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
MSAKUZI KUSINI PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
MSUMI PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
MUGABE PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
NABA PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
NICOSTA PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
PEACE AND LOVE NURSERY AND PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
PROSPERITY PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
RHEBENDAS PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
SEASON PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
ST. ANN'S PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
ST. MAGRETH PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
TOP STAR PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
UBUNGO KISIWANI PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
UZURI PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
VICTORY CHRISTIAN PRIMARY SCHOOL,,Dar Es Salaam,Ubungo Mc,,
ANGAZA PRIMARY SCHOOL,,Mbeya,Busokelo,,
BUSOKA PRIMARY SCHOOL,,Mbeya,Busokelo,,
IKAMA PRIMARY SCHOOL,,Mbeya,Busokelo,,
IPOMA PRIMARY SCHOOL,,Mbeya,Busokelo,,
ITEBE PRIMARY SCHOOL,,Mbeya,Busokelo,,
KANDETE PRIMARY SCHOOL,,Mbeya,Busokelo,,
KAPYU PRIMARY SCHOOL,,Mbeya,Busokelo,,
KASYABONE PRIMARY SCHOOL,,Mbeya,Busokelo,,
KILASI PRIMARY SCHOOL,,Mbeya,Busokelo,,
KIPYOLA PRIMARY SCHOOL,,Mbeya,Busokelo,,
LUGOMBO PRIMARY SCHOOL,,Mbeya,Busokelo,,
LUPATA PRIMARY SCHOOL,,Mbeya,Busokelo,,
LWANGWA PRIMARY SCHOOL,,Mbeya,Busokelo,,
MBIGILI PRIMARY SCHOOL,,Mbeya,Busokelo,,
MPOMBO PRIMARY SCHOOL,,Mbeya,Busokelo,,
NDALA PRIMARY SCHOOL,,Mbeya,Busokelo,,
NGANA PRIMARY SCHOOL,,Mbeya,Busokelo,,
NTAPISI PRIMARY SCHOOL,,Mbeya,Busokelo,,
BUJESI PRIMARY SCHOOL,,Mbeya,Busokelo,,
BUTOLA PRIMARY SCHOOL,,Mbeya,Busokelo,,
IKAPU PRIMARY SCHOOL,,Mbeya,Busokelo,,
IPYELA PRIMARY SCHOOL,,Mbeya,Busokelo,,
ITETE PRIMARY SCHOOL,,Mbeya,Busokelo,,
KASANGA PRIMARY SCHOOL,,Mbeya,Busokelo,,
KIBOLE PRIMARY SCHOOL,,Mbeya,Busokelo,,
KILUGU PRIMARY SCHOOL,,Mbeya,Busokelo,,
KISALALA PRIMARY SCHOOL,,Mbeya,Busokelo,,
LUBALA PRIMARY SCHOOL,,Mbeya,Busokelo,,
LUKASI PRIMARY SCHOOL,,Mbeya,Busokelo,,
LUSANJE PRIMARY SCHOOL,,Mbeya,Busokelo,,
MALEMA PRIMARY SCHOOL,,Mbeya,Busokelo,,
MASUNDO PRIMARY SCHOOL,,Mbeya,Busokelo,,
MBISA PRIMARY SCHOOL,,Mbeya,Busokelo,,
NDOBO PRIMARY SCHOOL,,Mbeya,Busokelo,,
NSANGA PRIMARY SCHOOL,,Mbeya,Busokelo,,
NYANGA PRIMARY SCHOOL,,Mbeya,Busokelo,,
BUJINGIJILA PRIMARY SCHOOL,,Mbeya,Busokelo,,
BWILANDO PRIMARY SCHOOL,,Mbeya,Busokelo,,
IPELO PRIMARY SCHOOL,,Mbeya,Busokelo,,
ISANGE PRIMARY SCHOOL,,Mbeya,Busokelo,,
ITETE-LUTEBA PRIMARY SCHOOL,,Mbeya,Busokelo,,
KAPULA PRIMARY SCHOOL,,Mbeya,Busokelo,,
KASANGALI PRIMARY SCHOOL,,Mbeya,Busokelo,,
KIFUNDA PRIMARY SCHOOL,,Mbeya,Busokelo,,
KINGILI PRIMARY SCHOOL,,Mbeya,Busokelo,,
LUFILYO PRIMARY SCHOOL,,Mbeya,Busokelo,,
LUPASO PRIMARY SCHOOL,,Mbeya,Busokelo,,
LUSUNGO PRIMARY SCHOOL,,Mbeya,Busokelo,,
MANOW PRIMARY SCHOOL,,Mbeya,Busokelo,,
MBAMBO PRIMARY SCHOOL,,Mbeya,Busokelo,,
MPATA PRIMARY SCHOOL,,Mbeya,Busokelo,,
NDUBI PRIMARY SCHOOL,,Mbeya,Busokelo,,
NGULULWALE PRIMARY SCHOOL,,Mbeya,Busokelo,,
NTABA PRIMARY SCHOOL,,Mbeya,Busokelo,,
SANGANILO PRIMARY SCHOOL,,Mbeya,Busokelo,,
CHALANGWA PRIMARY SCHOOL,,Mbeya,Chunya,,
CHUNYA KATI PRIMARY SCHOOL,,Mbeya,Chunya,,
IFUMBO PRIMARY SCHOOL,,Mbeya,Chunya,,
ISANGAWANA PRIMARY SCHOOL,,Mbeya,Chunya,,
IZUMBI PRIMARY SCHOOL,,Mbeya,Chunya,,
KANOGE PRIMARY SCHOOL,,Mbeya,Chunya,,
LOGYA PRIMARY SCHOOL,,Mbeya,Chunya,,
LUPA MARKET PRIMARY SCHOOL,,Mbeya,Chunya,,
LYESELO PRIMARY SCHOOL,,Mbeya,Chunya,,
MATUNDASI PRIMARY SCHOOL,,Mbeya,Chunya,,
MAZIMBO PRIMARY SCHOOL,,Mbeya,Chunya,,
MPEMBE PRIMARY SCHOOL,,Mbeya,Chunya,,
NKUNG'UNGU PRIMARY SCHOOL,,Mbeya,Chunya,,
BITIMANYANGA PRIMARY SCHOOL,,Mbeya,Chunya,,
CHEMICHEMI PRIMARY SCHOOL,,Mbeya,Chunya,,
CHUNYA MJINI PRIMARY SCHOOL,,Mbeya,Chunya,,
IDENDELUKA PRIMARY SCHOOL,,Mbeya,Chunya,,
IGOMAA PRIMARY SCHOOL,,Mbeya,Chunya,,
ISENYELA PRIMARY SCHOOL,,Mbeya,Chunya,,
ITUMBA PRIMARY SCHOOL,,Mbeya,Chunya,,
KALANGALI PRIMARY SCHOOL,,Mbeya,Chunya,,
KASASYA PRIMARY SCHOOL,,Mbeya,Chunya,,
KISALASI PRIMARY SCHOOL,,Mbeya,Chunya,,
LOLA PRIMARY SCHOOL,,Mbeya,Chunya,,
LUPA PRIMARY SCHOOL,,Mbeya,Chunya,,
MAFYEKO PRIMARY SCHOOL,,Mbeya,Chunya,,
MAKONGOLOSI PRIMARY SCHOOL,,Mbeya,Chunya,,
MBANGA PRIMARY SCHOOL,,Mbeya,Chunya,,
MLIMANJIWA PRIMARY SCHOOL,,Mbeya,Chunya,,
MTANDE PRIMARY SCHOOL,,Mbeya,Chunya,,
MWAOGA PRIMARY SCHOOL,,Mbeya,Chunya,,
NKWANGU PRIMARY SCHOOL,,Mbeya,Chunya,,
SAMBILIMWAYA PRIMARY SCHOOL,,Mbeya,Chunya,,
SHOGA PRIMARY SCHOOL,,Mbeya,Chunya,,
CHOKAA PRIMARY SCHOOL,,Mbeya,Chunya,,
GODIMA PRIMARY SCHOOL,,Mbeya,Chunya,,
IFUMA PRIMARY SCHOOL,,Mbeya,Chunya,,
ISEWE PRIMARY SCHOOL,,Mbeya,Chunya,,
ITUMBI PRIMARY SCHOOL,,Mbeya,Chunya,,
KAMBIKATOTO PRIMARY SCHOOL,,Mbeya,Chunya,,
KEN GOLD PRIMARY SCHOOL,,Mbeya,Chunya,,
KIPEMBAWE PRIMARY SCHOOL,,Mbeya,Chunya,,
LUALAJE PRIMARY SCHOOL,,Mbeya,Chunya,,
LUPATINGATINGA PRIMARY SCHOOL,,Mbeya,Chunya,,
MAJENGO II PRIMARY SCHOOL,,Mbeya,Chunya,,
MALANGAMILO PRIMARY SCHOOL,,Mbeya,Chunya,,
MAPOGORO PRIMARY SCHOOL,,Mbeya,Chunya,,
MAWELU PRIMARY SCHOOL,,Mbeya,Chunya,,
MNYOLIMA PRIMARY SCHOOL,,Mbeya,Chunya,,
MTANILA PRIMARY SCHOOL,,Mbeya,Chunya,,
MWIJI PRIMARY SCHOOL,,Mbeya,Chunya,,
NYATULA PRIMARY SCHOOL,,Mbeya,Chunya,,
SANGAMBI PRIMARY SCHOOL,,Mbeya,Chunya,,
SIPA PRIMARY SCHOOL,,Mbeya,Chunya,,
VITUMBI PRIMARY SCHOOL,,Mbeya,Chunya,,
BUJONDE PRIMARY SCHOOL,,Mbeya,Kyela,,
BWATO PRIMARY SCHOOL,,Mbeya,Kyela,,
IBUNGU PRIMARY SCHOOL,,Mbeya,Kyela,,
IKOMBE PRIMARY SCHOOL,,Mbeya,Kyela,,
ILOPA PRIMARY SCHOOL,,Mbeya,Kyela,,
ISAKI PRIMARY SCHOOL,,Mbeya,Kyela,,
ISUBA PRIMARY SCHOOL,,Mbeya,Kyela,,
KAFUNDO PRIMARY SCHOOL,,Mbeya,Kyela,,
KATUMBASONGWE PRIMARY SCHOOL,,Mbeya,Kyela,,
KIKUBA PRIMARY SCHOOL,,Mbeya,Kyela,,
KILASILO PRIMARY SCHOOL,,Mbeya,Kyela,,
KIWIRA-COAL-MINE PRIMARY SCHOOL,,Mbeya,Kyela,,
KYIJILA PRIMARY SCHOOL,,Mbeya,Kyela,,
LUKAMA PRIMARY SCHOOL,,Mbeya,Kyela,,
MALANGALI PRIMARY SCHOOL,,Mbeya,Kyela,,
MPANDA PRIMARY SCHOOL,,Mbeya,Kyela,,
MWAKIKOME PRIMARY SCHOOL,,Mbeya,Kyela,,
MWAYA PRIMARY SCHOOL,,Mbeya,Kyela,,
NDWANGA PRIMARY SCHOOL,,Mbeya,Kyela,,
NJISI PRIMARY SCHOOL,,Mbeya,Kyela,,
SUMBI PRIMARY SCHOOL,,Mbeya,Kyela,,
CBMIKU PRIMARY SCHOOL,,Mbeya,Kyela,,
IKOMELO PRIMARY SCHOOL,,Mbeya,Kyela,,
IPINDA PRIMARY SCHOOL,,Mbeya,Kyela,,
ITENYA PRIMARY SCHOOL,,Mbeya,Kyela,,
KAJUNJUMELE PRIMARY SCHOOL,,Mbeya,Kyela,,
KAPAMISYA PRIMARY SCHOOL,,Mbeya,Kyela,,
KASUMULU PRIMARY SCHOOL,,Mbeya,Kyela,,
KEIFO PRIMARY SCHOOL,,Mbeya,Kyela,,
KIKUSYA PRIMARY SCHOOL,,Mbeya,Kyela,,
KYANGALA PRIMARY SCHOOL,,Mbeya,Kyela,,
LAMYA PRIMARY SCHOOL,,Mbeya,Kyela,,
LUBELE PRIMARY SCHOOL,,Mbeya,Kyela,,
LUKUYU PRIMARY SCHOOL,,Mbeya,Kyela,,
MABABU PRIMARY SCHOOL,,Mbeya,Kyela,,
MALUNGO PRIMARY SCHOOL,,Mbeya,Kyela,,
MATEMA PRIMARY SCHOOL,,Mbeya,Kyela,,
MBOGELA PRIMARY SCHOOL,,Mbeya,Kyela,,
MPUNGUTI PRIMARY SCHOOL,,Mbeya,Kyela,,
MWALISI PRIMARY SCHOOL,,Mbeya,Kyela,,
NDOLA PRIMARY SCHOOL,,Mbeya,Kyela,,
NGAMANGA PRIMARY SCHOOL,,Mbeya,Kyela,,
NGOLELA PRIMARY SCHOOL,,Mbeya,Kyela,,
NJUGILO PRIMARY SCHOOL,,Mbeya,Kyela,,
NNYANGE PRIMARY SCHOOL,,Mbeya,Kyela,,
SAMA PRIMARY SCHOOL,,Mbeya,Kyela,,
TALATALA PRIMARY SCHOOL,,Mbeya,Kyela,,
BUTANGALI PRIMARY SCHOOL,,Mbeya,Kyela,,
IBONDE PRIMARY SCHOOL,,Mbeya,Kyela,,
IKOLO PRIMARY SCHOOL,,Mbeya,Kyela,,
IKULU PRIMARY SCHOOL,,Mbeya,Kyela,,
IPYANA PRIMARY SCHOOL,,Mbeya,Kyela,,
ISIMBA PRIMARY SCHOOL,,Mbeya,Kyela,,
ITUNGE PRIMARY SCHOOL,,Mbeya,Kyela,,
KABULA PRIMARY SCHOOL,,Mbeya,Kyela,,
KAPWILI PRIMARY SCHOOL,,Mbeya,Kyela,,
KATI PRIMARY SCHOOL,,Mbeya,Kyela,,
KIDZCARE KYELA PRIMARY SCHOOL,,Mbeya,Kyela,,
KILAMBO PRIMARY SCHOOL,,Mbeya,Kyela,,
KISYOSYO PRIMARY SCHOOL,,Mbeya,Kyela,,
KYELA PRIMARY SCHOOL,,Mbeya,Kyela,,
LEMA PRIMARY SCHOOL,,Mbeya,Kyela,,
LUKWEGO PRIMARY SCHOOL,,Mbeya,Kyela,,
LUTUSYO PRIMARY SCHOOL,,Mbeya,Kyela,,
MABUNGA PRIMARY SCHOOL,,Mbeya,Kyela,,
MAKWALE PRIMARY SCHOOL,,Mbeya,Kyela,,
MBAKO PRIMARY SCHOOL,,Mbeya,Kyela,,
MOTA PRIMARY SCHOOL,,Mbeya,Kyela,,
MWAMBUSYE PRIMARY SCHOOL,,Mbeya,Kyela,,
NDANDALO PRIMARY SCHOOL,,Mbeya,Kyela,,
NDUKA PRIMARY SCHOOL,,Mbeya,Kyela,,
NGONGA PRIMARY SCHOOL,,Mbeya,Kyela,,
NKOKWA PRIMARY SCHOOL,,Mbeya,Kyela,,
NSASA PRIMARY SCHOOL,,Mbeya,Kyela,,
SEBE PRIMARY SCHOOL,,Mbeya,Kyela,,
TENENDE PRIMARY SCHOOL,,Mbeya,Kyela,,
AGAPE PRIMARY SCHOOL,,Mbeya,Mbarali,,
CHALISUKA PRIMARY SCHOOL,,Mbeya,Mbarali,,
CHOSI-'A' PRIMARY SCHOOL,,Mbeya,Mbarali,,
IBARA PRIMARY SCHOOL,,Mbeya,Mbarali,,
IBUMILA PRIMARY SCHOOL,,Mbeya,Mbarali,,
IGALAKO PRIMARY SCHOOL,,Mbeya,Mbarali,,
IGOMELO PRIMARY SCHOOL,,Mbeya,Mbarali,,
